iter	Logloss
0	0.5864625481
1	0.4994038982
2	0.4369937482
3	0.3779712573
4	0.3313644879
5	0.2916190871
6	0.2588983825
7	0.2339142962
8	0.2125791941
9	0.1954001959
10	0.1836031185
11	0.1736544791
12	0.1637078453
13	0.1549444094
14	0.1455804429
15	0.1375520421
16	0.1311751452
17	0.1251397819
18	0.1209617008
19	0.1172788484
20	0.1140359988
21	0.1103746022
22	0.1068058196
23	0.1031722588
24	0.1000809729
25	0.09825601471
26	0.09661390066
27	0.09482083814
28	0.09307278801
29	0.09162475304
30	0.09012022953
31	0.08890895453
32	0.0876313991
33	0.08640214106
34	0.0855266621
35	0.08454251277
36	0.08360850312
37	0.08278304468
38	0.08169984444
39	0.08102927806
40	0.08036221843
41	0.07958070472
42	0.07896541375
43	0.07822524354
44	0.07756001246
45	0.07705984047
46	0.07625517946
47	0.07584445198
48	0.07557672731
49	0.0750826048
50	0.07470700436
51	0.07421039734
52	0.07394443611
53	0.07359933571
54	0.07311295587
55	0.07290536166
56	0.0724859852
57	0.07235254132
58	0.07206859402
59	0.07187875164
60	0.07162603273
61	0.07145724876
62	0.07122766262
63	0.07098859036
64	0.07089944745
65	0.07069077501
66	0.07052620884
67	0.07041042242
68	0.07032678767
69	0.07010710778
70	0.06994670739
71	0.06965254731
72	0.06943981396
73	0.06923507859
74	0.0691919292
75	0.06913562218
76	0.06907553216
77	0.06896026104
78	0.06876424078
79	0.06870335042
80	0.0686572482
81	0.06852833789
82	0.06840827714
83	0.0683528602
84	0.06828815198
85	0.06819936596
86	0.06800798865
87	0.06792571463
88	0.0678201544
89	0.06772373014
90	0.06758053734
91	0.06749878026
92	0.06744711633
93	0.06741954177
94	0.06738969471
95	0.0673355558
96	0.06726130893
97	0.06720240456
98	0.06716782589
99	0.06709921874
100	0.06703240266
101	0.06698682224
102	0.06697353757
103	0.06689703162
104	0.06677664793
105	0.0667317795
106	0.06668826284
107	0.06666502537
108	0.06662852775
109	0.06660030226
110	0.06645999241
111	0.06630825058
112	0.06623320274
113	0.06622043492
114	0.06615700461
115	0.06612121951
116	0.06606152413
117	0.0660167007
118	0.06596323425
119	0.0659479386
120	0.06592366528
121	0.06589001258
122	0.06586564549
123	0.06584185771
124	0.06583231324
125	0.06579974498
126	0.06576766443
127	0.06573480046
128	0.0657008449
129	0.06567236928
130	0.06564983634
131	0.06561733617
132	0.06559436287
133	0.06557748887
134	0.06555915057
135	0.06553438029
136	0.06551313255
137	0.06545404861
138	0.06540930505
139	0.06534934076
140	0.06529943787
141	0.06527412158
142	0.06521932264
143	0.06518583331
144	0.06513601601
145	0.06510793386
146	0.06505431243
147	0.06500878722
148	0.06499349885
149	0.06495241999
150	0.06493317133
151	0.06485065316
152	0.06484120341
153	0.06477189249
154	0.06473417481
155	0.06471988533
156	0.06470409716
157	0.06468961816
158	0.06467673843
159	0.06466869338
160	0.0646325427
161	0.06459130564
162	0.06456922368
163	0.06455410054
164	0.06454230576
165	0.06451418522
166	0.06450242395
167	0.0644855949
168	0.06445412254
169	0.06443835006
170	0.06442337949
171	0.06441106031
172	0.06440424235
173	0.06436893593
174	0.06432914897
175	0.06432049511
176	0.06431441342
177	0.06430303379
178	0.06427010841
179	0.0642621023
180	0.06424845359
181	0.06423762895
182	0.06421175138
183	0.06420411878
184	0.06419009782
185	0.06416324438
186	0.06415453261
187	0.06412635355
188	0.06408769132
189	0.06407432151
190	0.06406619211
191	0.06405839164
192	0.06404848706
193	0.06403883971
194	0.06403598299
195	0.06402558975
196	0.06399397355
197	0.06397924642
198	0.06396840468
199	0.06396063769
200	0.06395631904
201	0.06395291444
202	0.06391363671
203	0.06390844325
204	0.06385495391
205	0.06384844644
206	0.06381703663
207	0.06381030089
208	0.06377814762
209	0.06375232351
210	0.06373378036
211	0.06372739175
212	0.0637169868
213	0.06371243896
214	0.06370787058
215	0.06369053565
216	0.06367597668
217	0.06366819673
218	0.06364795668
219	0.06364375566
220	0.06363770411
221	0.06363236727
222	0.06359661683
223	0.06359294407
224	0.06357827616
225	0.0635595201
226	0.06352880137
227	0.06350380785
228	0.06349882112
229	0.06349362639
230	0.06348618271
231	0.06347740302
232	0.06345202595
233	0.0634469882
234	0.0634410757
235	0.0634339942
236	0.06342828113
237	0.06340665311
238	0.06339093768
239	0.06337379117
240	0.06335997826
241	0.06335201436
242	0.06334079093
243	0.06333719876
244	0.06330395892
245	0.06329956938
246	0.0632959946
247	0.06328662196
248	0.06325461884
249	0.06323147327
250	0.06323031777
251	0.06322385091
252	0.06321155773
253	0.06320003162
254	0.06319080969
255	0.06318651611
256	0.06317926392
257	0.06317066122
258	0.06316714445
259	0.06316313204
260	0.06315164688
261	0.06313217771
262	0.06312599117
263	0.0631048611
264	0.0630874776
265	0.06305899067
266	0.06305358542
267	0.06303265086
268	0.06302851651
269	0.06302315044
270	0.06300999389
271	0.0630072773
272	0.06300372071
273	0.06300023971
274	0.06300023971
275	0.06297487306
276	0.06296271318
277	0.06295046212
278	0.06294640986
279	0.06292791231
280	0.06292288658
281	0.0629176964
282	0.06291325224
283	0.06290827706
284	0.06288132336
285	0.06286555622
286	0.06285977873
287	0.06284683882
288	0.06283954202
289	0.06283501319
290	0.06281874116
291	0.06280877847
292	0.06280148728
293	0.06278504048
294	0.06278134084
295	0.06277882774
296	0.06275334353
297	0.06275074212
298	0.06272191437
299	0.06270637676
300	0.06270405744
301	0.06268597632
302	0.06266348617
303	0.06265721126
304	0.06265321606
305	0.06265100172
306	0.0626375953
307	0.06263134179
308	0.06260698096
309	0.06260153854
310	0.06259726172
311	0.06259491869
312	0.06258781315
313	0.06257158929
314	0.06256934618
315	0.06256654742
316	0.06256466813
317	0.06256033256
318	0.06255721159
319	0.06253583606
320	0.06253224012
321	0.06252693203
322	0.06252428578
323	0.06249653106
324	0.06249445201
325	0.0624924424
326	0.06246970278
327	0.06245392181
328	0.06245031769
329	0.0624401033
330	0.06243758291
331	0.06243418474
332	0.06243109315
333	0.06242851007
334	0.06242381046
335	0.06242035071
336	0.06241737395
337	0.06240827892
338	0.0624040401
339	0.06239685519
340	0.06237964164
341	0.06236398397
342	0.06234176167
343	0.06232709558
344	0.06232532647
345	0.0623236849
346	0.0623161776
347	0.06229612779
348	0.06229316223
349	0.06228469218
